PassengerId,Survived,Sex,Pclass,Name,Age,Titre,Last_name,First_name,SibSp,Parch,Fare,group,Deck,Cabin,Embarked
232,0,male,3,"Gustafsson, Mr. Anders Vilhelm",37.0,Mr,Gustafsson,Anders Vilhelm,2,0,7.925,2,B,,S
233,0,male,3,"Gustafsson, Mr. Johan Birger",28.0,Mr,Gustafsson,Johan Birger,2,0,7.925,2,B,,S
234,0,male,3,"Pekoniemi, Mr. Edvard",21.0,Mr,Pekoniemi,Edvard,0,0,7.925,0,B,,S
235,0,male,3,"Sivola, Mr. Antti Wilhelm",21.0,Mr,Sivola,Antti Wilhelm,0,0,7.925,0,B,,S
236,0,male,3,"Tikkanen, Mr. Juho",32.0,Mr,Tikkanen,Juho,0,0,7.925,0,B,,S
237,0,male,3,"Salonen, Mr. Johan Werner",39.0,Mr,Salonen,Johan Werner,0,0,7.925,0,B,,S
238,0,male,3,"Leinonen, Mr. Antti Gustaf",32.0,Mr,Leinonen,Antti Gustaf,0,0,7.925,0,B,,S
239,0,male,3,"Alhomaki, Mr. Ilmari Rudolf",20.0,Mr,Alhomaki,Ilmari Rudolf,0,0,7.925,0,B,,S
240,0,male,3,"Yousseff, Mr. Gerious",29.0,Mr,Yousseff,Gerious,0,0,14.4583,0,B,,C
241,0,male,3,"Ford, Mr. William Neal",16.0,Mr,Ford,William Neal,1,3,34.375,4,B,,S
242,0,male,3,"Johanson, Mr. Jakob Alfred",34.0,Mr,Johanson,Jakob Alfred,0,0,6.4958,0,B,,S
243,0,male,3,"Wiklund, Mr. Jakob Alfred",18.0,Mr,Wiklund,Jakob Alfred,1,0,6.4958,1,B,,S
244,0,male,3,"Nosworthy, Mr. Richard Cater",21.0,Mr,Nosworthy,Richard Cater,0,0,7.8,0,E,,S
245,0,male,3,"Gallagher, Mr. Martin",25.0,Mr,Gallagher,Martin,0,0,7.7417,0,E,,Q
246,0,male,3,"Vande Walle, Mr. Nestor Cyriel",28.0,Mr,Vande Walle,Nestor Cyriel,0,0,9.5,0,E,,S
247,0,male,3,"de Pelsmaeker, Mr. Alfons",16.0,Mr,de Pelsmaeker,Alfons,0,0,9.5,0,E,,S
248,0,male,3,"Vanden Steen, Mr. Leo Peter",28.0,Mr,Vanden Steen,Leo Peter,0,0,9.5,0,E,,S
249,0,male,3,"Hampe, Mr. Leon",20.0,Mr,Hampe,Leon,0,0,9.5,0,E,,S
250,0,male,3,"Vande Velde, Mr. Johannes Joseph",33.0,Mr,Vande Velde,Johannes Joseph,0,0,9.5,0,E,,S
251,0,male,3,"Lievens, Mr. Rene Aime",24.0,Mr,Lievens,Rene Aime,0,0,9.5,0,E,,S
252,0,male,3,"van Melkebeke, Mr. Philemon",30.0,Mr,van Melkebeke,Philemon,0,0,9.5,0,E,,S
253,0,male,3,"Waelens, Mr. Achille",22.0,Mr,Waelens,Achille,0,0,9.0,0,E,,S
254,0,male,3,"Vander Cruyssen, Mr. Victor",47.0,Mr,Vander Cruyssen,Victor,0,0,9.0,0,E,,S
255,0,male,3,"Nysveen, Mr. Johan Hansen",61.0,Mr,Nysveen,Johan Hansen,0,0,6.2375,0,E,,S
256,0,male,3,"Rosblom, Mr. Viktor Richard",18.0,Mr,Rosblom,Viktor Richard,1,1,20.2125,2,E,,S
257,0,male,3,"Betros, Mr. Tannous",20.0,Mr,Betros,Tannous,0,0,4.0125,0,E,,C
258,0,male,3,"Moen, Mr. Sigurd Hansen",25.0,Mr,Moen,Sigurd Hansen,0,0,7.65,0,F,F G73,S
259,0,male,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42.0,Mr,Humblen,Adolf Mathias Nicolai Olsen,0,0,7.65,0,F,F G63,S
260,0,male,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0,Mr,Soholt,Peter Andreas Lauritz Andersen,0,0,7.65,0,F,F G73,S
261,0,male,3,"Connors, Mr. Patrick",70.5,Mr,Connors,Patrick,0,0,7.75,0,F,,Q
262,0,male,3,"McMahon, Mr. Martin",36.0,Mr,McMahon,Martin,0,0,7.75,0,F,,Q
263,0,male,3,"Mernagh, Mr. Robert",36.0,Mr,Mernagh,Robert,0,0,7.75,0,F,,Q
264,0,male,3,"Smith, Mr. Thomas",36.0,Mr,Smith,Thomas,0,0,7.75,0,F,,Q
265,0,male,3,"Duane, Mr. Frank",65.0,Mr,Duane,Frank,0,0,7.75,0,F,,Q
266,0,male,3,"Flynn, Mr. James",36.0,Mr,Flynn,James,0,0,7.75,0,F,,Q
267,0,male,3,"O'Connor, Mr. Maurice",36.0,Mr,O'Connor,Maurice,0,0,7.75,0,F,,Q
268,0,male,3,"Farrell, Mr. James",40.5,Mr,Farrell,James,0,0,7.75,0,F,,Q
269,0,male,3,"Morrow, Mr. Thomas Rowan",36.0,Mr,Morrow,Thomas Rowan,0,0,7.75,0,F,,Q
270,0,male,3,"Horgan, Mr. John",36.0,Mr,Horgan,John,0,0,7.75,0,F,,Q
271,0,male,3,"Connaghton, Mr. Michael",31.0,Mr,Connaghton,Michael,0,0,7.75,0,F,,Q
272,0,male,3,"Tobin, Mr. Roger",36.0,Mr,Tobin,Roger,0,0,7.75,0,F,F38,Q
273,0,male,3,"Keane, Mr. Andrew ""Andy""",36.0,Mr,Keane,"Andrew ""Andy""",0,0,7.75,0,F,,Q
274,0,male,3,"Dooley, Mr. Patrick",32.0,Mr,Dooley,Patrick,0,0,7.75,0,F,,Q
275,0,male,3,"Kiernan, Mr. Philip",34.0,Mr,Kiernan,Philip,1,0,7.75,1,F,,Q
276,0,male,3,"Goldsmith, Mr. Frank John",33.0,Mr,Goldsmith,Frank John,1,1,20.525,2,F,,S
277,0,male,3,"Kraeff, Mr. Theodor",30.0,Mr,Kraeff,Theodor,0,0,7.8958,0,F,,C
278,0,male,3,"Drazenoic, Mr. Jozef",33.0,Mr,Drazenoic,Jozef,0,0,7.8958,0,F,,C
279,0,male,3,"Gheorgheff, Mr. Stanio",30.0,Mr,Gheorgheff,Stanio,0,0,7.8958,0,F,,C
280,0,male,3,"Markoff, Mr. Marin",35.0,Mr,Markoff,Marin,0,0,7.8958,0,F,,C
281,0,male,3,"Moran, Mr. James",38.0,Mr,Moran,James,0,0,8.4583,0,D,,Q
282,0,male,3,"Danbom, Mr. Ernst Gilbert",34.0,Mr,Danbom,Ernst Gilbert,1,1,14.4,2,D,,S
283,1,female,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",38.0,Mrs,Cumings,John Bradley (Florence Briggs Thayer),1,0,71.2833,1,C,C85,C
284,1,female,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",35.0,Mrs,Futrelle,Jacques Heath (Lily May Peel),1,0,53.1,1,C,C123,S
285,1,female,1,"Pears, Mrs. Thomas (Edith Wearne)",22.0,Mrs,Pears,Thomas (Edith Wearne),1,0,66.6,1,C,C2,S
286,1,female,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0,Mrs,Hoyt,Frederick Maxfield (Jane Anne Forby),1,0,90.0,1,C,C93,S
287,1,female,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,Mrs,Harris,Henry Birkhardt (Irene Wallach),1,0,83.475,1,C,C83,S
288,1,female,1,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,Mrs,Graham,William Thompson (Edith Junkins),0,1,153.4625,1,C,C125,S
289,1,female,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0,Mrs,Thayer,John Borland (Marian Longstreth Morris),1,1,110.8833,2,C,C68,C
290,1,female,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,Mrs,Penasco y Castellana,Victor de Satode (Maria Josefa Perez de Soto y Vallejo),1,0,108.9,1,C,C65,C
291,1,female,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56.0,Mrs,Potter,Thomas Jr (Lily Alexenia Wilson),0,1,83.1583,1,C,C50,C
292,1,female,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",45.0,Mrs,Wick,George Dennick (Mary Hitchcock),1,1,164.8667,2,C,,S
293,1,female,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",39.0,Mrs,Meyer,Edgar Joseph (Leila Saks),1,0,82.1708,1,C,,C
294,1,female,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",18.0,Mrs,Astor,John Jacob (Madeleine Talmadge Force),1,0,227.525,1,C,C62 C64,C
295,1,female,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,Mrs,Holverson,Alexander Oskar (Mary Aline Towner),1,0,52.0,1,C,,S
296,1,female,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",40.0,Mrs,Taylor,Elmer Zebley (Juliet Cummins Wright),1,0,52.0,1,C,C126,S
297,1,female,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",39.0,Mrs,Goldenberg,Samuel L (Edwiga Grabowska),1,0,89.1042,1,C,C92,C
298,1,female,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0,Mrs,Rothschild,Martin (Elizabeth L. Barrett),1,0,59.4,1,C,,C
299,1,female,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",53.0,Mrs,Appleton,Edward Dale (Charlotte Lamson),2,0,51.4792,2,C,C101,S
300,1,female,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0,Mrs,Chambers,Norman Campbell (Bertha Griggs),1,0,53.1,1,E,E8,S
301,1,female,1,"Chibnall, Mrs. (Edith Martha Bowerman)",43.0,Mrs,Chibnall,(Edith Martha Bowerman),0,1,55.0,1,E,E33,S
302,1,female,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,Mrs,Spedden,Frederic Oakley (Margaretta Corning Stone),1,1,134.5,2,E,E34,C
303,1,female,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0,Mrs,Taussig,Emil (Tillie Mandelbaum),1,1,79.65,2,E,E67,S
304,1,female,1,"Silvey, Mrs. William Baird (Alice Munger)",39.0,Mrs,Silvey,William Baird (Alice Munger),1,0,55.9,1,E,E44,S
305,1,female,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",47.0,Mrs,Beckwith,Richard Leonard (Sallie Monypeny),1,1,52.5542,2,D,D35,S
306,1,female,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",49.0,Mrs,Harper,Henry Sleeper (Myna Haxtun),1,0,76.7292,1,D,D33,C
307,1,female,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0,Mrs,Swift,Frederick Joel (Margaret Welles Barron),0,0,25.9292,0,D,D17,S
308,1,female,1,"Hogeboom, Mrs. John C (Anna Andrews)",51.0,Mrs,Hogeboom,John C (Anna Andrews),1,0,77.9583,1,D,D11,S
309,1,female,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60.0,Mrs,Warren,Frank Manley (Anna Sophia Atkinson),1,0,75.25,1,D,D37,C
310,1,female,1,"Kenyon, Mrs. Frederick R (Marion)",44.0,Mrs,Kenyon,Frederick R (Marion),1,0,51.8625,1,D,D21,S
311,1,female,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0,Mrs,Stephenson,Walter Bertram (Martha Eustis),1,0,78.2667,1,D,D20,C
312,1,female,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",39.0,Mrs,Spencer,William Augustus (Marie Eugenie),1,0,146.5208,1,B,B78,C
313,1,female,1,"Stone, Mrs. George Nelson (Martha Evelyn)",62.0,Mrs,Stone,George Nelson (Martha Evelyn),0,0,80.0,0,B,B28,
314,1,female,1,"Brown, Mrs. James Joseph (Margaret Tobin)",44.0,Mrs,Brown,James Joseph (Margaret Tobin),0,0,27.7208,0,B,B4,C
315,1,female,1,"Thorne, Mrs. Gertrude Maybelle",41.0,Mrs,Thorne,Gertrude Maybelle,0,0,79.2,0,B,,C
316,1,female,1,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,Mrs,Bishop,Dickinson H (Helen Walton),1,0,91.0792,1,B,B49,C
317,1,female,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,Mrs,Baxter,James (Helene DeLaudeniere Chaput),0,1,247.5208,1,B,B58 B60,C
318,1,female,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0,Mrs,Hippach,Louis Albert (Ida Sophia Fischer),0,1,57.9792,1,B,B18,C
319,1,female,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",40.0,Mrs,Frauenthal,Henry William (Clara Heinsheimer),1,0,133.65,1,B,,S
320,1,female,1,"Aubart, Mme. Leontine Pauline",24.0,Mrs,Aubart,Leontine Pauline,0,0,69.3,0,B,B35,C
321,1,female,1,"Carter, Mrs. William Ernest (Lucile Polk)",36.0,Mrs,Carter,William Ernest (Lucile Polk),1,2,120.0,3,B,B96 B98,S
322,1,female,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52.0,Mrs,Hays,Charles Melville (Clara Jennings Gregg),1,1,93.5,2,B,B69,S
323,1,female,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43.0,Mrs,Robert,Edward Scott (Elisabeth Walton McMillan),0,1,211.3375,1,B,B3,S
324,1,female,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0,Mrs,Dick,Albert Adrian (Vera Gillespie),1,0,57.0,1,B,B20,S
325,1,female,3,"Heikkinen, Miss. Laina",26.0,Miss,Heikkinen,Laina,0,0,7.925,0,G,,S
326,1,female,3,"Honkanen, Miss. Eliina",27.0,Miss,Honkanen,Eliina,0,0,7.925,0,G,,S
327,1,female,3,"Andersson, Miss. Erna Alexandra",17.0,Miss,Andersson,Erna Alexandra,4,2,7.925,6,G,,S
328,1,female,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,Miss,Andersen-Jensen,Carla Christine Nielsine,1,0,7.8542,1,G,,S
329,1,female,3,"Nilsson, Miss. Helmina Josefina",26.0,Miss,Nilsson,Helmina Josefina,0,0,7.8542,0,G,,S
330,1,female,3,"Salkjelsvik, Miss. Anna Kristine",21.0,Miss,Salkjelsvik,Anna Kristine,0,0,7.65,0,G,,S
331,1,female,3,"Stanley, Miss. Amy Zillah Elsie",23.0,Miss,Stanley,Amy Zillah Elsie,0,0,7.55,0,G,,S
332,1,female,3,"Ohman, Miss. Velin",22.0,Miss,Ohman,Velin,0,0,7.775,0,G,,S
333,1,female,3,"Johnson, Miss. Eleanor Ileen",1.0,Miss,Johnson,Eleanor Ileen,1,1,11.1333,2,G,,S
334,1,female,3,"Sandstrom, Miss. Marguerite Rut",4.0,Miss,Sandstrom,Marguerite Rut,1,1,16.7,2,G,G6,S
335,1,female,3,"Najib, Miss. Adele Kiamie ""Jane""",15.0,Miss,Najib,"Adele Kiamie ""Jane""",0,0,7.225,0,G,,C
336,1,female,3,"McGowan, Miss. Anna ""Annie""",15.0,Miss,McGowan,"Anna ""Annie""",0,0,8.0292,0,G,,Q
337,1,female,3,"O'Leary, Miss. Hanora ""Norah""",21.0,Miss,O'Leary,"Hanora ""Norah""",0,0,7.8292,0,G,,Q
338,1,female,3,"Gilnagh, Miss. Katherine ""Katie""",16.0,Miss,Gilnagh,"Katherine ""Katie""",0,0,7.7333,0,G,,Q
339,1,female,3,"Mullens, Miss. Katherine ""Katie""",21.0,Miss,Mullens,"Katherine ""Katie""",0,0,7.7333,0,G,,Q
340,1,female,3,"Nicola-Yarred, Miss. Jamila",14.0,Miss,Nicola-Yarred,Jamila,1,0,11.2417,1,G,,C
341,1,female,3,"Hirvonen, Miss. Hildur E",2.0,Miss,Hirvonen,Hildur E,0,1,12.2875,1,G,,S
342,1,female,3,"Turja, Miss. Anna Sofia",18.0,Miss,Turja,Anna Sofia,0,0,9.8417,0,G,,S
343,1,female,3,"Moran, Miss. Bertha",19.0,Miss,Moran,Bertha,1,0,24.15,1,G,,Q
344,1,female,3,"Landergren, Miss. Aurora Adelia",22.0,Miss,Landergren,Aurora Adelia,0,0,7.25,0,G,,S
345,1,female,3,"Sjoblom, Miss. Anna Sofia",18.0,Miss,Sjoblom,Anna Sofia,0,0,7.4958,0,G,,S
346,1,female,3,"Baclini, Miss. Marie Catherine",5.0,Miss,Baclini,Marie Catherine,2,1,19.2583,3,G,,C
347,1,female,3,"Baclini, Miss. Helene Barbara",0.75,Miss,Baclini,Helene Barbara,2,1,19.2583,3,G,,C
348,1,female,3,"Baclini, Miss. Eugenie",0.75,Miss,Baclini,Eugenie,2,1,19.2583,3,G,,C
349,1,female,3,"Nysten, Miss. Anna Sofia",22.0,Miss,Nysten,Anna Sofia,0,0,7.75,0,C,,S
350,1,female,3,"Ayoub, Miss. Banoura",13.0,Miss,Ayoub,Banoura,0,0,7.2292,0,A,,C
351,1,female,3,"Asplund, Miss. Lillian Gertrud",5.0,Miss,Asplund,Lillian Gertrud,4,2,31.3875,6,A,,S
352,1,female,3,"Kink-Heilmann, Miss. Luise Gretchen",4.0,Miss,Kink-Heilmann,Luise Gretchen,0,2,22.025,2,A,,S
353,1,female,3,"McCoy, Miss. Agnes",18.0,Miss,McCoy,Agnes,2,0,23.25,2,A,,Q
354,1,female,3,"Nakid, Miss. Maria (""Mary"")",1.0,Miss,Nakid,"Maria (""Mary"")",0,2,15.7417,2,A,,C
355,1,female,3,"O'Dwyer, Miss. Ellen ""Nellie""",22.0,Miss,O'Dwyer,"Ellen ""Nellie""",0,0,7.8792,0,E,,Q
356,1,female,3,"Devaney, Miss. Margaret Delia",19.0,Miss,Devaney,Margaret Delia,0,0,7.8792,0,E,,Q
357,1,female,3,"McGovern, Miss. Mary",22.0,Miss,McGovern,Mary,0,0,7.8792,0,E,,Q
358,1,female,3,"Mockler, Miss. Helen Mary ""Ellie""",22.0,Miss,Mockler,"Helen Mary ""Ellie""",0,0,7.8792,0,E,,Q
359,1,female,3,"Dowdell, Miss. Elizabeth",30.0,Miss,Dowdell,Elizabeth,0,0,12.475,0,E,,S
360,1,female,3,"Emanuel, Miss. Virginia Ethel",5.0,Miss,Emanuel,Virginia Ethel,0,0,12.475,0,E,,S
361,1,female,3,"Glynn, Miss. Mary Agatha",22.0,Miss,Glynn,Mary Agatha,0,0,7.75,0,B,,Q
362,1,female,3,"O'Driscoll, Miss. Bridget",22.0,Miss,O'Driscoll,Bridget,0,0,7.75,0,B,,Q
363,1,female,3,"Madigan, Miss. Margaret ""Maggie""",22.0,Miss,Madigan,"Margaret ""Maggie""",0,0,7.75,0,B,,Q
364,1,female,3,"Carr, Miss. Helen ""Ellen""",16.0,Miss,Carr,"Helen ""Ellen""",0,0,7.75,0,B,,Q
365,1,female,3,"Healy, Miss. Hanora ""Nora""",22.0,Miss,Healy,"Hanora ""Nora""",0,0,7.75,0,B,,Q
366,1,female,3,"Connolly, Miss. Kate",22.0,Miss,Connolly,Kate,0,0,7.75,0,B,,Q
367,1,female,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",22.0,Miss,Kelly,"Anna Katherine ""Annie Kate""",0,0,7.75,0,B,,Q
368,1,female,3,"Jermyn, Miss. Annie",22.0,Miss,Jermyn,Annie,0,0,7.75,0,B,,Q
369,1,female,3,"Kelly, Miss. Mary",22.0,Miss,Kelly,Mary,0,0,7.75,0,B,,Q
370,1,female,3,"Mannion, Miss. Margareth",22.0,Miss,Mannion,Margareth,0,0,7.7375,0,B,,Q
371,1,female,3,"Murphy, Miss. Katherine ""Kate""",20.0,Miss,Murphy,"Katherine ""Kate""",1,0,15.5,1,B,,Q
372,1,female,3,"Murphy, Miss. Margaret Jane",20.0,Miss,Murphy,Margaret Jane,1,0,15.5,1,B,,Q
373,1,female,3,"McDermott, Miss. Brigdet Delia",25.0,Miss,McDermott,Brigdet Delia,0,0,7.7875,0,D,,Q
374,1,female,3,"Karun, Miss. Manca",4.0,Miss,Karun,Manca,0,1,13.4167,1,D,,C
375,1,female,3,"Peter, Miss. Anna",14.0,Miss,Peter,Anna,1,1,22.3583,2,F,F E69,C
376,1,male,3,"Niskanen, Mr. Juha",39.0,Mr,Niskanen,Juha,0,0,7.925,0,G,,S
377,1,male,3,"Sundman, Mr. Johan Julian",44.0,Mr,Sundman,Johan Julian,0,0,7.925,0,G,,S
378,1,male,3,"Jussila, Mr. Eiriik",32.0,Mr,Jussila,Eiriik,0,0,7.925,0,G,,S
379,1,male,3,"Stranden, Mr. Juho",31.0,Mr,Stranden,Juho,0,0,7.925,0,G,,S
380,1,male,3,"Lindqvist, Mr. Eino William",20.0,Mr,Lindqvist,Eino William,1,0,7.925,1,G,,S
381,1,male,3,"Jonsson, Mr. Carl",32.0,Mr,Jonsson,Carl,0,0,7.8542,0,G,,S
382,1,male,3,"Moss, Mr. Albert Johan",25.0,Mr,Moss,Albert Johan,0,0,7.775,0,G,,S
383,1,male,3,"Persson, Mr. Ernst Ulrik",25.0,Mr,Persson,Ernst Ulrik,1,0,7.775,1,G,,S
384,1,male,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",27.0,Mr,Andersson,"August Edvard (""Wennerstrom"")",0,0,7.7958,0,G,,S
385,1,male,3,"Jansson, Mr. Carl Olof",21.0,Mr,Jansson,Carl Olof,0,0,7.7958,0,G,,S
386,1,male,3,"Johannesen-Bratthammer, Mr. Bernt",25.0,Mr,Johannesen-Bratthammer,Bernt,0,0,8.1125,0,G,,S
387,1,male,3,"Leeni, Mr. Fahim (""Philip Zenni"")",22.0,Mr,Leeni,"Fahim (""Philip Zenni"")",0,0,7.225,0,G,,C
388,1,male,3,"Bing, Mr. Lee",32.0,Mr,Bing,Lee,0,0,56.4958,0,G,,S
389,1,male,3,"Lang, Mr. Fang",26.0,Mr,Lang,Fang,0,0,56.4958,0,G,,S
390,1,male,3,"Foo, Mr. Choong",25.0,Mr,Foo,Choong,0,0,56.4958,0,G,,S
391,1,male,3,"Lam, Mr. Ali",25.0,Mr,Lam,Ali,0,0,56.4958,0,G,,S
392,1,male,3,"Chip, Mr. Chang",32.0,Mr,Chip,Chang,0,0,56.4958,0,G,,S
393,1,male,3,"Sheerlinck, Mr. Jan Baptist",29.0,Mr,Sheerlinck,Jan Baptist,0,0,9.5,0,G,,S
394,1,male,3,"de Mulder, Mr. Theodore",30.0,Mr,de Mulder,Theodore,0,0,9.5,0,G,,S
395,1,male,3,"Madsen, Mr. Fridtjof Arne",24.0,Mr,Madsen,Fridtjof Arne,0,0,7.1417,0,G,,S
396,1,male,3,"Jalsevac, Mr. Ivan",29.0,Mr,Jalsevac,Ivan,0,0,7.8958,0,G,,C
397,1,male,3,"Cohen, Mr. Gurshon ""Gus""",18.0,Mr,Cohen,"Gurshon ""Gus""",0,0,8.05,0,E,,S
398,1,male,3,"Sunderland, Mr. Victor Francis",16.0,Mr,Sunderland,Victor Francis,0,0,8.05,0,E,,S
399,1,male,3,"Dorking, Mr. Edward Arthur",19.0,Mr,Dorking,Edward Arthur,0,0,8.05,0,E,,S
400,1,male,3,"Dahl, Mr. Karl Edwart",45.0,Mr,Dahl,Karl Edwart,0,0,8.05,0,E,,S
401,1,male,3,"Pickard, Mr. Berk (Berk Trembisky)",32.0,Mr,Pickard,Berk (Berk Trembisky),0,0,8.05,0,E,E10,S
402,1,male,3,"Mamee, Mr. Hanna",25.0,Mr,Mamee,Hanna,0,0,7.2292,0,A,,C
403,1,male,3,"Barah, Mr. Hanna Assi",20.0,Mr,Barah,Hanna Assi,0,0,7.2292,0,A,,C
404,1,male,3,"Tornquist, Mr. William Henry",25.0,Mr,Tornquist,William Henry,0,0,0.0,0,A,,S
405,1,male,3,"McCoy, Mr. Bernard",27.0,Mr,McCoy,Bernard,2,0,23.25,2,A,,Q
406,1,male,3,"Nakid, Mr. Sahid",20.0,Mr,Nakid,Sahid,1,1,15.7417,2,A,,C
407,1,male,3,"Daly, Mr. Eugene Patrick",29.0,Mr,Daly,Eugene Patrick,0,0,7.75,0,B,,Q
408,1,male,3,"McCormack, Mr. Thomas Joseph",31.0,Mr,McCormack,Thomas Joseph,0,0,7.75,0,B,,Q
409,1,male,3,"Albimona, Mr. Nassef Cassem",26.0,Mr,Albimona,Nassef Cassem,0,0,18.7875,0,B,,C
410,1,male,3,"Hedman, Mr. Oskar Arvid",27.0,Mr,Hedman,Oskar Arvid,0,0,6.975,0,F,,S
411,1,male,3,"Lulic, Mr. Nikola",27.0,Mr,Lulic,Nikola,0,0,8.6625,0,D,,S
412,1,male,1,"Chambers, Mr. Norman Campbell",27.0,Mr,Chambers,Norman Campbell,1,0,53.1,1,E,E8,S
413,1,male,1,"Anderson, Mr. Harry",48.0,Mr,Anderson,Harry,0,0,26.55,0,E,E12,S
414,1,male,1,"Daly, Mr. Peter Denis ",51.0,Mr,Daly,Peter Denis ,0,0,26.55,0,E,E17,S
415,1,male,1,"Homer, Mr. Harry (""Mr E Haven"")",35.0,Mr,Homer,"Harry (""Mr E Haven"")",0,0,26.55,0,E,,C
416,1,male,1,"McGough, Mr. James Robert",36.0,Mr,McGough,James Robert,0,0,26.2875,0,E,E25,S
417,1,male,1,"Silverthorne, Mr. Spencer Victor",35.0,Mr,Silverthorne,Spencer Victor,0,0,26.2875,0,E,E24,S
418,1,male,1,"Calderhead, Mr. Edward Pennington",42.0,Mr,Calderhead,Edward Pennington,0,0,26.2875,0,E,E24,S
419,1,male,1,"Flynn, Mr. John Irwin (""Irving"")",36.0,Mr,Flynn,"John Irwin (""Irving"")",0,0,26.3875,0,E,E25,S
420,1,male,1,"Harder, Mr. George Achilles",25.0,Mr,Harder,George Achilles,1,0,55.4417,1,E,E50,C
421,1,male,1,"Beckwith, Mr. Richard Leonard",37.0,Mr,Beckwith,Richard Leonard,1,1,52.5542,2,D,D35,S
422,1,male,1,"Kimball, Mr. Edwin Nelson Jr",42.0,Mr,Kimball,Edwin Nelson Jr,1,0,52.5542,1,D,D19,S
423,1,male,1,"Harper, Mr. Henry Sleeper",48.0,Mr,Harper,Henry Sleeper,1,0,76.7292,1,D,D33,C
424,1,male,1,"Hassab, Mr. Hammad",27.0,Mr,Hassab,Hammad,0,0,76.7292,0,D,D49,C
425,1,male,1,"Greenfield, Mr. William Bertram",23.0,Mr,Greenfield,William Bertram,0,1,63.3583,1,D,D10 D12,C
426,1,male,1,"Hawksford, Mr. Walter James",41.0,Mr,Hawksford,Walter James,0,0,30.0,0,D,D45,S
427,1,male,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45.0,Mr,Romaine,"Charles Hallace (""Mr C Rolmane"")",0,0,26.55,0,C,,S
428,1,male,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,Mr,Bjornstrom-Steffansson,Mauritz Hakan,0,0,26.55,0,C,C52,S
429,1,male,1,"Seward, Mr. Frederic Kimber",34.0,Mr,Seward,Frederic Kimber,0,0,26.55,0,C,,S
430,1,male,1,"Bradley, Mr. George (""George Arthur Brayton"")",38.0,Mr,Bradley,"George (""George Arthur Brayton"")",0,0,26.55,0,C,,S
431,1,male,1,"Woolner, Mr. Hugh",38.0,Mr,Woolner,Hugh,0,0,35.5,0,C,C52,S
432,1,male,1,"Hoyt, Mr. Frederick Maxfield",38.0,Mr,Hoyt,Frederick Maxfield,1,0,90.0,1,C,C93,S
433,1,male,1,"Saalfeld, Mr. Adolphe",38.0,Mr,Saalfeld,Adolphe,0,0,30.5,0,C,C106,S
434,1,male,1,"Daniel, Mr. Robert Williams",27.0,Mr,Daniel,Robert Williams,0,0,30.5,0,C,,S
435,1,male,1,"Thayer, Mr. John Borland Jr",17.0,Mr,Thayer,John Borland Jr,0,2,110.8833,2,C,C70,C
436,1,male,1,"Taylor, Mr. Elmer Zebley",48.0,Mr,Taylor,Elmer Zebley,1,0,52.0,1,C,C126,S
